,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Major_or_Minor,Most_Common_Melodic_Interval
I:\MCA\Week 4\TheLastOfUs_Score.mid,18,6,50,2,60.49,6.81,64,4,5,8.995,0,5
